R,P,S,T,Promise,Cooperator,Defector,Alternator,TitForTat,TwoTitsForTat,Grudger
20,16,0,23,True,0.04407,0.0,0.0,0.27482,0.34056,0.34056
20,16,1,23,True,0.0492,0.0,0.0,0.27389,0.33846,0.33846
20,16,2,23,True,0.05484,0.0,0.0,0.27287,0.33615,0.33615
20,16,3,23,True,0.06103,0.0,0.0,0.27175,0.33361,0.33361
20,16,4,23,True,0.06781,0.0,0.0,0.27054,0.33082,0.33082
20,16,5,23,True,0.07525,0.0,0.0,0.26922,0.32777,0.32777
20,16,6,23,True,0.08338,0.0,0.0,0.26781,0.32441,0.32441
20,16,7,23,True,0.09225,0.0,0.0,0.26631,0.32072,0.32072
20,16,8,23,True,0.10192,0.0,0.0,0.26475,0.31666,0.31666
20,16,9,23,True,0.11245,0.0,0.0,0.26315,0.3122,0.3122
20,16,10,23,True,0.12389,0.0,0.0,0.26154,0.30728,0.30728
20,16,11,23,True,0.13631,0.0,0.0,0.26002,0.30184,0.30184
20,16,12,23,True,0.14976,0.0,0.0,0.25867,0.29578,0.29578
20,16,13,23,True,0.16431,0.0,0.0,0.25769,0.289,0.289
20,16,14,23,True,0.18001,0.0,0.0,0.25739,0.2813,0.2813
20,16,15,23,True,0.19689,0.0,0.0,0.25834,0.27238,0.27238
20,17,0,23,True,0.01982,0.0,0.0,0.27874,0.35072,0.35072
20,17,1,23,True,0.02308,0.0,0.0,0.27822,0.34935,0.34935
20,17,2,23,True,0.02682,0.0,0.0,0.27759,0.34779,0.34779
20,17,3,23,True,0.03111,0.0,0.0,0.27685,0.34602,0.34602
20,17,4,23,True,0.03601,0.0,0.0,0.27599,0.344,0.344
20,17,5,23,True,0.04161,0.0,0.0,0.275,0.3417,0.3417
20,17,6,23,True,0.04799,0.0,0.0,0.27386,0.33908,0.33908
20,17,7,23,True,0.05523,0.0,0.0,0.27256,0.3361,0.3361
20,17,8,23,True,0.06346,0.0,0.0,0.27111,0.33272,0.33272
20,17,9,23,True,0.07277,0.0,0.0,0.26949,0.32887,0.32887
20,17,10,23,True,0.0833,0.0,0.0,0.26773,0.32448,0.32448
20,17,11,23,True,0.09517,0.0,0.0,0.26585,0.31949,0.31949
20,17,12,23,True,0.10853,0.0,0.0,0.26392,0.31378,0.31378
20,17,13,23,True,0.1235,0.0,0.0,0.26206,0.30722,0.30722
20,17,14,23,True,0.1402,0.0,0.0,0.26051,0.29964,0.29964
20,17,15,23,True,0.15869,0.0,0.0,0.25977,0.29077,0.29077
20,17,16,23,True,0.17879,0.0,0.0,0.26091,0.28015,0.28015
20,18,0,23,True,0.00369,0.0,0.0,0.28031,0.358,0.358
20,18,1,23,True,0.0047,0.0,0.0,0.28028,0.35751,0.35751
20,18,2,23,True,0.00595,0.0,0.0,0.28021,0.35692,0.35692
20,18,3,23,True,0.00752,0.0,0.0,0.28006,0.35621,0.35621
20,18,4,23,True,0.00948,0.0,0.0,0.27984,0.35534,0.35534
20,18,5,23,True,0.0119,0.0,0.0,0.27952,0.35429,0.35429
20,18,6,23,True,0.0149,0.0,0.0,0.27908,0.35301,0.35301
20,18,7,23,True,0.0186,0.0,0.0,0.2785,0.35145,0.35145
20,18,8,23,True,0.02315,0.0,0.0,0.27775,0.34955,0.34955
20,18,9,23,True,0.02874,0.0,0.0,0.27679,0.34723,0.34723
20,18,10,23,True,0.03558,0.0,0.0,0.2756,0.34441,0.34441
20,18,11,23,True,0.04395,0.0,0.0,0.27414,0.34096,0.34096
20,18,12,23,True,0.05413,0.0,0.0,0.27238,0.33674,0.33674
20,18,13,23,True,0.06651,0.0,0.0,0.27033,0.33158,0.33158
20,18,14,23,True,0.08148,0.0,0.0,0.26805,0.32523,0.32523
20,18,15,23,True,0.09945,0.0,0.0,0.26577,0.31739,0.31739
20,18,16,23,True,0.12062,0.0,0.0,0.26416,0.30761,0.30761
20,18,17,23,True,0.14418,0.0,0.0,0.26537,0.29522,0.29522
20,19,0,23,True,1e-05,0.0,0.0,0.27843,0.36078,0.36078
20,19,1,23,True,2e-05,0.0,0.0,0.27854,0.36072,0.36072
20,19,2,23,True,4e-05,0.0,0.0,0.27866,0.36065,0.36065
20,19,3,23,True,7e-05,0.0,0.0,0.27877,0.36058,0.36058
20,19,4,23,True,0.00011,0.0,0.0,0.27889,0.3605,0.3605
20,19,5,23,True,0.00019,0.0,0.0,0.27901,0.3604,0.3604
20,19,6,23,True,0.00031,0.0,0.0,0.27912,0.36028,0.36028
20,19,7,23,True,0.00051,0.0,0.0,0.27922,0.36013,0.36013
20,19,8,23,True,0.00084,0.0,0.0,0.2793,0.35993,0.35993
20,19,9,23,True,0.00135,0.0,0.0,0.27936,0.35965,0.35965
20,19,10,23,True,0.00215,0.0,0.0,0.27935,0.35925,0.35925
20,19,11,23,True,0.00342,0.0,0.0,0.27926,0.35866,0.35866
20,19,12,23,True,0.00538,0.0,0.0,0.27902,0.3578,0.3578
20,19,13,23,True,0.00842,0.0,0.0,0.27857,0.35651,0.35651
20,19,14,23,True,0.01309,0.0,0.0,0.27779,0.35456,0.35456
20,19,15,23,True,0.02024,0.0,0.0,0.27653,0.35162,0.35162
20,19,16,23,True,0.0311,0.0,0.0,0.27467,0.34712,0.34712
20,19,17,23,True,0.04723,0.0,0.0,0.27233,0.34022,0.34022
20,19,18,23,True,0.06793,0.0,0.0,0.27217,0.32995,0.32995
21,1,0,23,True,0.2418,0.0,0.0,0.25106,0.25357,0.25357
21,2,0,23,True,0.23687,0.0,0.0,0.25095,0.25609,0.25609
21,2,1,23,True,0.24136,0.0,0.0,0.25111,0.25376,0.25376
21,3,0,23,True,0.23151,0.0,0.0,0.25092,0.25878,0.25878
21,3,1,23,True,0.23616,0.0,0.0,0.25101,0.25642,0.25642
21,3,2,23,True,0.24088,0.0,0.0,0.25118,0.25397,0.25397
21,4,0,23,True,0.22566,0.0,0.0,0.25097,0.26169,0.26169
21,4,1,23,True,0.23047,0.0,0.0,0.25098,0.25928,0.25928
21,4,2,23,True,0.23536,0.0,0.0,0.25107,0.25679,0.25679
21,4,3,23,True,0.24035,0.0,0.0,0.25124,0.2542,0.2542
21,5,0,23,True,0.21924,0.0,0.0,0.25112,0.26482,0.26482
21,5,1,23,True,0.22423,0.0,0.0,0.25104,0.26237,0.26237
21,5,2,23,True,0.2293,0.0,0.0,0.25104,0.25983,0.25983
21,5,3,23,True,0.23447,0.0,0.0,0.25113,0.2572,0.2572
21,5,4,23,True,0.23974,0.0,0.0,0.25132,0.25447,0.25447
21,6,0,23,True,0.21218,0.0,0.0,0.25139,0.26822,0.26822
21,6,1,23,True,0.21735,0.0,0.0,0.25122,0.26572,0.26572
21,6,2,23,True,0.22261,0.0,0.0,0.25112,0.26313,0.26313
21,6,3,23,True,0.22797,0.0,0.0,0.25112,0.26045,0.26045
21,6,4,23,True,0.23345,0.0,0.0,0.25121,0.25767,0.25767
21,6,5,23,True,0.23906,0.0,0.0,0.25141,0.25477,0.25477
21,7,0,23,True,0.20437,0.0,0.0,0.2518,0.27191,0.27191
21,7,1,23,True,0.20973,0.0,0.0,0.25154,0.26937,0.26937
21,7,2,23,True,0.2152,0.0,0.0,0.25134,0.26673,0.26673
21,7,3,23,True,0.22077,0.0,0.0,0.25122,0.264,0.264
21,7,4,23,True,0.22647,0.0,0.0,0.2512,0.26116,0.26116
21,7,5,23,True,0.2323,0.0,0.0,0.25129,0.25821,0.25821
21,7,6,23,True,0.23827,0.0,0.0,0.25151,0.25511,0.25511
21,8,0,23,True,0.19569,0.0,0.0,0.2524,0.27596,0.27596
21,8,1,23,True,0.20125,0.0,0.0,0.25202,0.27336,0.27336
21,8,2,23,True,0.20693,0.0,0.0,0.25171,0.27068,0.27068
21,8,3,23,True,0.21273,0.0,0.0,0.25148,0.26789,0.26789
21,8,4,23,True,0.21866,0.0,0.0,0.25134,0.265,0.265
21,8,5,23,True,0.22474,0.0,0.0,0.25131,0.26198,0.26198
21,8,6,23,True,0.23097,0.0,0.0,0.25139,0.25882,0.25882
21,8,7,23,True,0.23737,0.0,0.0,0.25162,0.2555,0.2555
21,9,0,23,True,0.18598,0.0,0.0,0.25322,0.2804,0.2804
21,9,1,23,True,0.19176,0.0,0.0,0.25272,0.27776,0.27776
21,9,2,23,True,0.19767,0.0,0.0,0.25229,0.27502,0.27502
21,9,3,23,True,0.20371,0.0,0.0,0.25193,0.27218,0.27218
21,9,4,23,True,0.20989,0.0,0.0,0.25166,0.26922,0.26922
21,9,5,23,True,0.21623,0.0,0.0,0.25149,0.26614,0.26614
21,9,6,23,True,0.22273,0.0,0.0,0.25143,0.26292,0.26292
21,9,7,23,True,0.22942,0.0,0.0,0.25151,0.25953,0.25953
21,9,8,23,True,0.23631,0.0,0.0,0.25175,0.25597,0.25597
21,10,0,23,True,0.17507,0.0,0.0,0.2543,0.28532,0.28532
21,10,1,23,True,0.18107,0.0,0.0,0.25368,0.28262,0.28262
21,10,2,23,True,0.18721,0.0,0.0,0.25312,0.27983,0.27983
21,10,3,23,True,0.1935,0.0,0.0,0.25263,0.27693,0.27693
21,10,4,23,True,0.19995,0.0,0.0,0.25221,0.27392,0.27392
21,10,5,23,True,0.20657,0.0,0.0,0.25188,0.27077,0.27077
21,10,6,23,True,0.21337,0.0,0.0,0.25167,0.26748,0.26748
21,10,7,23,True,0.22037,0.0,0.0,0.25158,0.26402,0.26402
21,10,8,23,True,0.2276,0.0,0.0,0.25165,0.26038,0.26038
21,10,9,23,True,0.23507,0.0,0.0,0.25191,0.25651,0.25651
21,11,0,23,True,0.16271,0.0,0.0,0.25571,0.29079,0.29079
21,11,1,23,True,0.16893,0.0,0.0,0.25497,0.28805,0.28805
21,11,2,23,True,0.17531,0.0,0.0,0.25427,0.28521,0.28521
21,11,3,23,True,0.18187,0.0,0.0,0.25363,0.28225,0.28225
21,11,4,23,True,0.1886,0.0,0.0,0.25305,0.27918,0.27918
21,11,5,23,True,0.19552,0.0,0.0,0.25256,0.27596,0.27596
21,11,6,23,True,0.20264,0.0,0.0,0.25216,0.2726,0.2726
21,11,7,23,True,0.20999,0.0,0.0,0.25189,0.26906,0.26906
21,11,8,23,True,0.21757,0.0,0.0,0.25177,0.26533,0.26533
21,11,9,23,True,0.22542,0.0,0.0,0.25182,0.26138,0.26138
21,11,10,23,True,0.23357,0.0,0.0,0.2521,0.25717,0.25717
21,12,0,23,True,0.14864,0.0,0.0,0.25753,0.29691,0.29691
21,12,1,23,True,0.15506,0.0,0.0,0.25666,0.29414,0.29414
21,12,2,23,True,0.16168,0.0,0.0,0.25582,0.29125,0.29125
21,12,3,23,True,0.16849,0.0,0.0,0.25502,0.28825,0.28825
21,12,4,23,True,0.17551,0.0,0.0,0.25427,0.28511,0.28511
21,12,5,23,True,0.18274,0.0,0.0,0.2536,0.28183,0.28183
21,12,6,23,True,0.19021,0.0,0.0,0.25301,0.27839,0.27839
21,12,7,23,True,0.19793,0.0,0.0,0.25252,0.27478,0.27478
21,12,8,23,True,0.20591,0.0,0.0,0.25218,0.27096,0.27096
21,12,9,23,True,0.21418,0.0,0.0,0.252,0.26691,0.26691
21,12,10,23,True,0.22277,0.0,0.0,0.25203,0.2626,0.2626
21,12,11,23,True,0.23173,0.0,0.0,0.25233,0.25797,0.25797
21,13,0,23,True,0.13255,0.0,0.0,0.25984,0.30381,0.30381
21,13,1,23,True,0.13912,0.0,0.0,0.25885,0.30102,0.30102
21,13,2,23,True,0.14592,0.0,0.0,0.25787,0.2981,0.2981
21,13,3,23,True,0.15297,0.0,0.0,0.25691,0.29506,0.29506
21,13,4,23,True,0.16026,0.0,0.0,0.25599,0.29187,0.29187
21,13,5,23,True,0.16781,0.0,0.0,0.25512,0.28853,0.28853
21,13,6,23,True,0.17563,0.0,0.0,0.25431,0.28503,0.28503
21,13,7,23,True,0.18374,0.0,0.0,0.2536,0.28133,0.28133
21,13,8,23,True,0.19215,0.0,0.0,0.253,0.27742,0.27742
21,13,9,23,True,0.20089,0.0,0.0,0.25255,0.27328,0.27328
21,13,10,23,True,0.20999,0.0,0.0,0.2523,0.26886,0.26886
21,13,11,23,True,0.21949,0.0,0.0,0.2523,0.26411,0.26411
21,13,12,23,True,0.22944,0.0,0.0,0.25262,0.25897,0.25897
21,14,0,23,True,0.11408,0.0,0.0,0.26273,0.3116,0.3116
21,14,1,23,True,0.12071,0.0,0.0,0.26163,0.30883,0.30883
21,14,2,23,True,0.12762,0.0,0.0,0.26053,0.30592,0.30592
21,14,3,23,True,0.13483,0.0,0.0,0.25943,0.30287,0.30287
21,14,4,23,True,0.14234,0.0,0.0,0.25834,0.29966,0.29966
21,14,5,23,True,0.15017,0.0,0.0,0.25727,0.29628,0.29628
21,14,6,23,True,0.15833,0.0,0.0,0.25625,0.29271,0.29271
21,14,7,23,True,0.16682,0.0,0.0,0.25528,0.28895,0.28895
21,14,8,23,True,0.17568,0.0,0.0,0.25441,0.28496,0.28496
21,14,9,23,True,0.18492,0.0,0.0,0.25366,0.28071,0.28071
21,14,10,23,True,0.19457,0.0,0.0,0.25307,0.27618,0.27618
21,14,11,23,True,0.20468,0.0,0.0,0.2527,0.27131,0.27131
21,14,12,23,True,0.2153,0.0,0.0,0.25264,0.26603,0.26603
21,14,13,23,True,0.22649,0.0,0.0,0.25298,0.26026,0.26026
21,15,0,23,True,0.09297,0.0,0.0,0.26626,0.32039,0.32039
21,15,1,23,True,0.09947,0.0,0.0,0.26512,0.31771,0.31771
21,15,2,23,True,0.10633,0.0,0.0,0.26394,0.31487,0.31487
21,15,3,23,True,0.11354,0.0,0.0,0.26272,0.31187,0.31187
21,15,4,23,True,0.12114,0.0,0.0,0.26149,0.30868,0.30868
21,15,5,23,True,0.12913,0.0,0.0,0.26025,0.30531,0.30531
21,15,6,23,True,0.13753,0.0,0.0,0.25901,0.30173,0.30173
21,15,7,23,True,0.14635,0.0,0.0,0.2578,0.29792,0.29792
21,15,8,23,True,0.15562,0.0,0.0,0.25663,0.29387,0.29387
21,15,9,23,True,0.16536,0.0,0.0,0.25555,0.28955,0.28955
21,15,10,23,True,0.1756,0.0,0.0,0.25458,0.28491,0.28491
21,15,11,23,True,0.18638,0.0,0.0,0.2538,0.27991,0.27991
21,15,12,23,True,0.19775,0.0,0.0,0.25327,0.27449,0.27449
21,15,13,23,True,0.20978,0.0,0.0,0.25311,0.26856,0.26856
21,15,14,23,True,0.22256,0.0,0.0,0.25347,0.26199,0.26199
21,16,0,23,True,0.06926,0.0,0.0,0.27042,0.33016,0.33016
21,16,1,23,True,0.0753,0.0,0.0,0.26931,0.32769,0.32769
21,16,2,23,True,0.08176,0.0,0.0,0.26814,0.32505,0.32505
21,16,3,23,True,0.08868,0.0,0.0,0.2669,0.32221,0.32221
21,16,4,23,True,0.09607,0.0,0.0,0.2656,0.31917,0.31917
21,16,5,23,True,0.10395,0.0,0.0,0.26425,0.3159,0.3159
21,16,6,23,True,0.11235,0.0,0.0,0.26285,0.3124,0.3124
21,16,7,23,True,0.1213,0.0,0.0,0.26143,0.30864,0.30864
21,16,8,23,True,0.13082,0.0,0.0,0.25999,0.30459,0.30459
21,16,9,23,True,0.14095,0.0,0.0,0.25858,0.30024,0.30024
21,16,10,23,True,0.15172,0.0,0.0,0.25721,0.29554,0.29554
21,16,11,23,True,0.16316,0.0,0.0,0.25596,0.29044,0.29044
21,16,12,23,True,0.17534,0.0,0.0,0.25489,0.28489,0.28489
21,16,13,23,True,0.18831,0.0,0.0,0.25411,0.27879,0.27879
21,16,14,23,True,0.20217,0.0,0.0,0.25378,0.27202,0.27202
21,16,15,23,True,0.21705,0.0,0.0,0.25415,0.2644,0.2644
21,17,0,23,True,0.04389,0.0,0.0,0.27494,0.34059,0.34059
21,17,1,23,True,0.0489,0.0,0.0,0.27402,0.33854,0.33854
21,17,2,23,True,0.0544,0.0,0.0,0.27301,0.3363,0.3363
21,17,3,23,True,0.06043,0.0,0.0,0.27189,0.33384,0.33384
21,17,4,23,True,0.06702,0.0,0.0,0.27068,0.33115,0.33115
21,17,5,23,True,0.07423,0.0,0.0,0.26937,0.3282,0.3282
21,17,6,23,True,0.08209,0.0,0.0,0.26795,0.32498,0.32498
21,17,7,23,True,0.09065,0.0,0.0,0.26644,0.32146,0.32146
21,17,8,23,True,0.09996,0.0,0.0,0.26485,0.3176,0.3176
21,17,9,23,True,0.11006,0.0,0.0,0.26319,0.31338,0.31338
21,17,10,23,True,0.12102,0.0,0.0,0.26148,0.30875,0.30875
21,17,11,23,True,0.1329,0.0,0.0,0.25978,0.30366,0.30366
21,17,12,23,True,0.14575,0.0,0.0,0.25813,0.29806,0.29806
21,17,13,23,True,0.15966,0.0,0.0,0.25664,0.29185,0.29185
21,17,14,23,True,0.17472,0.0,0.0,0.25545,0.28491,0.28491
21,17,15,23,True,0.19104,0.0,0.0,0.25482,0.27707,0.27707
21,17,16,23,True,0.20881,0.0,0.0,0.25515,0.26802,0.26802
21,18,0,23,True,0.01992,0.0,0.0,0.27894,0.35057,0.35057
21,18,1,23,True,0.02314,0.0,0.0,0.27842,0.34922,0.34922
21,18,2,23,True,0.02683,0.0,0.0,0.2778,0.34769,0.34769
21,18,3,23,True,0.03105,0.0,0.0,0.27706,0.34595,0.34595
21,18,4,23,True,0.03585,0.0,0.0,0.2762,0.34397,0.34397
21,18,5,23,True,0.04132,0.0,0.0,0.27521,0.34173,0.34173
21,18,6,23,True,0.04753,0.0,0.0,0.27408,0.3392,0.3392
21,18,7,23,True,0.05456,0.0,0.0,0.27278,0.33633,0.33633
21,18,8,23,True,0.06252,0.0,0.0,0.27133,0.33308,0.33308
21,18,9,23,True,0.07149,0.0,0.0,0.26971,0.3294,0.3294
21,18,10,23,True,0.0816,0.0,0.0,0.26792,0.32524,0.32524
21,18,11,23,True,0.09295,0.0,0.0,0.26597,0.32054,0.32054
21,18,12,23,True,0.10567,0.0,0.0,0.26391,0.31521,0.31521
21,18,13,23,True,0.11991,0.0,0.0,0.26178,0.30916,0.30916
21,18,14,23,True,0.13581,0.0,0.0,0.25969,0.30225,0.30225
21,18,15,23,True,0.15353,0.0,0.0,0.25784,0.29432,0.29432
21,18,16,23,True,0.17326,0.0,0.0,0.25662,0.28506,0.28506
21,18,17,23,True,0.1952,0.0,0.0,0.25679,0.274,0.274
21,19,0,23,True,0.0038,0.0,0.0,0.28067,0.35777,0.35777
21,19,1,23,True,0.00482,0.0,0.0,0.28064,0.35727,0.35727
21,19,2,23,True,0.00608,0.0,0.0,0.28057,0.35668,0.35668
21,19,3,23,True,0.00766,0.0,0.0,0.28042,0.35596,0.35596
21,19,4,23,True,0.00961,0.0,0.0,0.28021,0.35509,0.35509
21,19,5,23,True,0.01202,0.0,0.0,0.27989,0.35404,0.35404
21,19,6,23,True,0.015,0.0,0.0,0.27946,0.35277,0.35277
21,19,7,23,True,0.01865,0.0,0.0,0.27888,0.35123,0.35123
21,19,8,23,True,0.02313,0.0,0.0,0.27814,0.34937,0.34937
21,19,9,23,True,0.0286,0.0,0.0,0.27719,0.34711,0.34711
21,19,10,23,True,0.03526,0.0,0.0,0.276,0.34437,0.34437
21,19,11,23,True,0.04335,0.0,0.0,0.27454,0.34106,0.34106
21,19,12,23,True,0.05314,0.0,0.0,0.27277,0.33704,0.33704
21,19,13,23,True,0.06497,0.0,0.0,0.27067,0.33218,0.33218
21,19,14,23,True,0.07919,0.0,0.0,0.26823,0.32629,0.32629
21,19,15,23,True,0.09625,0.0,0.0,0.26551,0.31912,0.31912
21,19,16,23,True,0.1166,0.0,0.0,0.26271,0.31035,0.31035
21,19,17,23,True,0.1407,0.0,0.0,0.26034,0.29948,0.29948
21,19,18,23,True,0.16879,0.0,0.0,0.25991,0.28565,0.28565
21,20,0,23,True,2e-05,0.0,0.0,0.27895,0.36052,0.36052
21,20,1,23,True,3e-05,0.0,0.0,0.27908,0.36045,0.36045
21,20,2,23,True,5e-05,0.0,0.0,0.27922,0.36037,0.36037
21,20,3,23,True,8e-05,0.0,0.0,0.27936,0.36028,0.36028
21,20,4,23,True,0.00013,0.0,0.0,0.2795,0.36019,0.36019
21,20,5,23,True,0.00021,0.0,0.0,0.27964,0.36008,0.36008
21,20,6,23,True,0.00034,0.0,0.0,0.27978,0.35994,0.35994
21,20,7,23,True,0.00056,0.0,0.0,0.27992,0.35976,0.35976
21,20,8,23,True,0.0009,0.0,0.0,0.28004,0.35953,0.35953
21,20,9,23,True,0.00143,0.0,0.0,0.28013,0.35922,0.35922
21,20,10,23,True,0.00226,0.0,0.0,0.28017,0.35878,0.35878
21,20,11,23,True,0.00354,0.0,0.0,0.28013,0.35816,0.35816
21,20,12,23,True,0.00552,0.0,0.0,0.27996,0.35726,0.35726
21,20,13,23,True,0.00854,0.0,0.0,0.27958,0.35594,0.35594
21,20,14,23,True,0.01313,0.0,0.0,0.27889,0.35399,0.35399
21,20,15,23,True,0.02005,0.0,0.0,0.27774,0.3511,0.3511
21,20,16,23,True,0.03048,0.0,0.0,0.27593,0.3468,0.3468
21,20,17,23,True,0.04608,0.0,0.0,0.27326,0.34033,0.34033
21,20,18,23,True,0.0692,0.0,0.0,0.26976,0.33052,0.33052
21,20,19,23,True,0.10183,0.0,0.0,0.26733,0.31542,0.31542
22,1,0,23,True,0.24405,0.0,0.0,0.25041,0.25277,0.25277
22,2,0,23,True,0.23949,0.0,0.0,0.2503,0.2551,0.2551
22,2,1,23,True,0.24376,0.0,0.0,0.25043,0.2529,0.2529
22,3,0,23,True,0.23454,0.0,0.0,0.25026,0.2576,0.2576
22,3,1,23,True,0.23895,0.0,0.0,0.25032,0.25537,0.25537
22,3,2,23,True,0.24343,0.0,0.0,0.25046,0.25306,0.25306
22,4,0,23,True,0.22916,0.0,0.0,0.25028,0.26028,0.26028
22,4,1,23,True,0.23372,0.0,0.0,0.25028,0.258,0.258
22,4,2,23,True,0.23835,0.0,0.0,0.25034,0.25565,0.25565
22,4,3,23,True,0.24307,0.0,0.0,0.25048,0.25322,0.25322
22,5,0,23,True,0.22329,0.0,0.0,0.25039,0.26316,0.26316
22,5,1,23,True,0.22801,0.0,0.0,0.25031,0.26084,0.26084
22,5,2,23,True,0.2328,0.0,0.0,0.2503,0.25845,0.25845
22,5,3,23,True,0.23769,0.0,0.0,0.25036,0.25598,0.25598
22,5,4,23,True,0.24267,0.0,0.0,0.25051,0.25341,0.25341
22,6,0,23,True,0.21687,0.0,0.0,0.25061,0.26626,0.26626
22,6,1,23,True,0.22175,0.0,0.0,0.25045,0.2639,0.2639
22,6,2,23,True,0.22672,0.0,0.0,0.25035,0.26147,0.26147
22,6,3,23,True,0.23178,0.0,0.0,0.25033,0.25895,0.25895
22,6,4,23,True,0.23694,0.0,0.0,0.25039,0.25634,0.25634
22,6,5,23,True,0.24221,0.0,0.0,0.25054,0.25362,0.25362
22,7,0,23,True,0.20981,0.0,0.0,0.25094,0.26962,0.26962
22,7,1,23,True,0.21487,0.0,0.0,0.2507,0.26722,0.26722
22,7,2,23,True,0.22002,0.0,0.0,0.25051,0.26474,0.26474
22,7,3,23,True,0.22526,0.0,0.0,0.2504,0.26217,0.26217
22,7,4,23,True,0.23062,0.0,0.0,0.25036,0.25951,0.25951
22,7,5,23,True,0.23609,0.0,0.0,0.25042,0.25674,0.25674
22,7,6,23,True,0.2417,0.0,0.0,0.25058,0.25386,0.25386
22,8,0,23,True,0.20202,0.0,0.0,0.25143,0.27328,0.27328
22,8,1,23,True,0.20726,0.0,0.0,0.25109,0.27083,0.27083
22,8,2,23,True,0.2126,0.0,0.0,0.25081,0.2683,0.2683
22,8,3,23,True,0.21805,0.0,0.0,0.25059,0.26568,0.26568
22,8,4,23,True,0.22361,0.0,0.0,0.25046,0.26297,0.26297
22,8,5,23,True,0.2293,0.0,0.0,0.25041,0.26015,0.26015
22,8,6,23,True,0.23513,0.0,0.0,0.25046,0.25721,0.25721
22,8,7,23,True,0.24111,0.0,0.0,0.25062,0.25413,0.25413
22,9,0,23,True,0.19337,0.0,0.0,0.2521,0.27727,0.27727
22,9,1,23,True,0.19881,0.0,0.0,0.25165,0.27477,0.27477
22,9,2,23,True,0.20435,0.0,0.0,0.25127,0.27219,0.27219
22,9,3,23,True,0.21002,0.0,0.0,0.25094,0.26952,0.26952
22,9,4,23,True,0.2158,0.0,0.0,0.25069,0.26675,0.26675
22,9,5,23,True,0.22172,0.0,0.0,0.25053,0.26387,0.26387
22,9,6,23,True,0.22779,0.0,0.0,0.25046,0.26087,0.26087
22,9,7,23,True,0.23403,0.0,0.0,0.2505,0.25774,0.25774
22,9,8,23,True,0.24044,0.0,0.0,0.25067,0.25445,0.25445
22,10,0,23,True,0.18372,0.0,0.0,0.25298,0.28165,0.28165
22,10,1,23,True,0.18936,0.0,0.0,0.25243,0.2791,0.2791
22,10,2,23,True,0.19512,0.0,0.0,0.25193,0.27647,0.27647
22,10,3,23,True,0.20101,0.0,0.0,0.25149,0.27375,0.27375
22,10,4,23,True,0.20704,0.0,0.0,0.25112,0.27092,0.27092
22,10,5,23,True,0.21321,0.0,0.0,0.25082,0.26798,0.26798
22,10,6,23,True,0.21954,0.0,0.0,0.25062,0.26492,0.26492
22,10,7,23,True,0.22604,0.0,0.0,0.25052,0.26172,0.26172
22,10,8,23,True,0.23274,0.0,0.0,0.25055,0.25835,0.25835
22,10,9,23,True,0.23965,0.0,0.0,0.25072,0.25481,0.25481
22,11,0,23,True,0.17288,0.0,0.0,0.25414,0.28649,0.28649
22,11,1,23,True,0.17873,0.0,0.0,0.25347,0.2839,0.2839
22,11,2,23,True,0.18472,0.0,0.0,0.25285,0.28121,0.28121
22,11,3,23,True,0.19085,0.0,0.0,0.25228,0.27843,0.27843
22,11,4,23,True,0.19713,0.0,0.0,0.25177,0.27555,0.27555
22,11,5,23,True,0.20357,0.0,0.0,0.25134,0.27255,0.27255
22,11,6,23,True,0.21019,0.0,0.0,0.25099,0.26941,0.26941
22,11,7,23,True,0.21699,0.0,0.0,0.25074,0.26614,0.26614
22,11,8,23,True,0.22399,0.0,0.0,0.2506,0.2627,0.2627
22,11,9,23,True,0.23123,0.0,0.0,0.25061,0.25908,0.25908
22,11,10,23,True,0.23872,0.0,0.0,0.25079,0.25524,0.25524
22,12,0,23,True,0.16064,0.0,0.0,0.25562,0.29187,0.29187
22,12,1,23,True,0.1667,0.0,0.0,0.25484,0.28923,0.28923
22,12,2,23,True,0.17291,0.0,0.0,0.25409,0.2865,0.2865
22,12,3,23,True,0.17929,0.0,0.0,0.25338,0.28366,0.28366
22,12,4,23,True,0.18583,0.0,0.0,0.25273,0.28072,0.28072
22,12,5,23,True,0.19256,0.0,0.0,0.25214,0.27765,0.27765
22,12,6,23,True,0.19948,0.0,0.0,0.25162,0.27445,0.27445
22,12,7,23,True,0.20661,0.0,0.0,0.2512,0.2711,0.2711
22,12,8,23,True,0.21396,0.0,0.0,0.25089,0.26758,0.26758
22,12,9,23,True,0.22156,0.0,0.0,0.25071,0.26387,0.26387
22,12,10,23,True,0.22943,0.0,0.0,0.25069,0.25994,0.25994
22,12,11,23,True,0.23761,0.0,0.0,0.25087,0.25576,0.25576
22,13,0,23,True,0.14673,0.0,0.0,0.2575,0.29788,0.29788
22,13,1,23,True,0.15298,0.0,0.0,0.2566,0.29521,0.29521
22,13,2,23,True,0.15941,0.0,0.0,0.25572,0.29244,0.29244
22,13,3,23,True,0.16603,0.0,0.0,0.25487,0.28955,0.28955
22,13,4,23,True,0.17284,0.0,0.0,0.25407,0.28654,0.28654
22,13,5,23,True,0.17987,0.0,0.0,0.25331,0.28341,0.28341
22,13,6,23,True,0.18712,0.0,0.0,0.25261,0.28014,0.28014
22,13,7,23,True,0.19459,0.0,0.0,0.252,0.27671,0.27671
22,13,8,23,True,0.20232,0.0,0.0,0.25148,0.2731,0.2731
